60.0009,39.9997,60,40
60.0008,40.0001,60.0151,39.9791
60.0019,40.0003,60.1152,39.9767
60.1564,40.002,60.2513,39.9837
60.2963,39.997,60.4434,39.9878
60.4406,39.9979,60.6407,39.9923
60.5696,40.0052,60.8296,39.9988
60.7177,40.001,61.0094,39.989
60.8533,39.9994,61.1871,39.9962
60.9992,40.0058,61.3459,39.9888
61.1508,40.0029,61.4918,39.9953
61.2891,40.0066,61.6465,39.9821
61.4255,40.0039,61.7707,39.989
61.5735,40.0062,61.9025,39.9821
61.7202,40.0009,62.0721,39.9942
61.8594,39.997,62.2083,39.9876
61.9893,39.9925,62.3426,39.9849
62.1269,39.9988,62.5141,39.9891
62.2816,40.0196,62.6208,39.9943
62.4229,40.0103,62.7607,39.9989
62.565,39.9951,62.8774,39.987
62.7033,40.0031,62.9876,39.9919
62.8371,40.0006,63.0958,40.007
62.9853,39.9965,63.2626,39.9868
63.1282,39.9919,63.3841,39.9899
63.2801,40.0003,63.5507,39.988
63.4074,40.008,63.7048,39.9927
63.5617,40,63.857,39.9844
63.6859,40.0057,63.9867,39.98
63.8284,39.9997,64.1103,39.9805
63.9728,39.9984,64.2152,39.9707
64.1306,39.9962,64.3136,39.9887
64.253,40.0017,64.4189,39.9914
64.402,40.0014,64.5476,40.0074
64.5517,40.0088,64.6495,40.0125
64.68,40.0047,64.8066,40.0121
64.8368,39.983,64.9823,39.9925
64.9678,39.989,65.104,40.0084
65.1202,40.0195,65.285,40.0203
65.2571,40.0334,65.4273,40.0307
65.3938,40.0148,65.5277,40.0237
65.5493,39.9838,65.6185,40.0019
65.682,39.9818,65.7728,40.0071
65.8222,39.9953,65.9262,40.0208
65.9748,39.9898,66.0358,40.0222
66.096,39.9915,66.1871,40.0212
66.2409,40.0093,66.3443,40.0295
66.4107,39.994,66.4609,40.0241
66.5298,39.9953,66.59,40.0206
66.6697,40.0123,66.7397,40.0321
66.8048,40.0033,66.8728,40.021
66.9605,39.9829,66.9859,40.0062
67.0921,39.9921,67.1358,40.0093
67.2402,40.0187,67.2847,40.0144
67.3737,40.0161,67.4437,40.0211
67.5184,40.0106,67.5475,40.0132
67.6557,40.0037,67.6402,40.0062
67.7988,39.9874,67.7807,39.992
67.952,40.0018,67.917,40.0095
68.0818,39.9998,68.1032,40.0219
68.2303,40.0011,68.2609,40.0167
68.3723,40.0019,68.3783,40.0314
68.518,40.0053,68.4808,40.0275
68.6586,40.0078,68.6401,40.0268
68.8019,40.0074,68.7824,40.0239
68.9372,40.0028,68.8744,40.0139
69.0776,39.983,68.9824,39.9898
69.2132,39.9921,69.111,39.9952
69.3715,40.0156,69.2384,40.0072
69.503,40.0059,69.3766,40.0096
69.6562,39.9833,69.5444,39.9918
69.7879,39.9927,69.6612,39.9849
69.9339,40.018,69.7751,40.0147
70.0723,40.0121,69.9476,40.0392
70.2171,40.0073,70.0778,40.0226
70.3626,40.0006,70.2329,40.0289
70.4975,40.0002,70.3391,40.0295
70.6493,39.9988,70.4445,40.0413
70.7784,39.9965,70.5735,40.0438
70.9177,40.0134,70.7515,40.0555
71.0743,39.9979,70.9095,40.0584
71.2041,39.9865,71.1123,40.0588
71.3533,40.0004,71.2106,40.0682
71.4813,39.9984,71.3351,40.09
71.6249,39.988,71.4729,40.0847
71.7779,39.9988,71.5938,40.0948
71.9106,39.9992,71.7337,40.1002
72.051,39.9957,71.8745,40.0902
72.2102,40.0059,71.9876,40.0906
72.331,40.0029,72.1723,40.0902
72.4894,39.9876,72.3391,40.0751
72.6234,40.0011,72.4665,40.0824
72.7693,39.9998,72.663,40.0881
72.9154,39.9989,72.8408,40.0952
73.0442,40.0026,72.9691,40.0821
73.1987,40.0059,73.0892,40.0736
73.3247,40.0133,73.235,40.0735
73.4656,40.0038,73.4151,40.0773
73.6275,40.0027,73.5992,40.0631
73.7572,39.9988,73.7299,40.0592
73.893,39.9872,73.8567,40.0502
74.033,40.0025,73.9918,40.0413
74.1835,39.9963,74.1277,40.049
74.3268,39.9852,74.2519,40.0494
74.463,40,74.386,40.0583
74.6063,39.9925,74.5238,40.0553
74.7444,39.9986,74.6431,40.0486
74.8883,40.0112,74.7773,40.0366
75.0357,39.9991,74.9266,40.025
75.1782,40.0078,75.0644,40.0116
75.318,39.9978,75.2022,40.0079
75.466,39.9952,75.337,39.9985
75.6022,40.0002,75.5067,39.9932
75.7398,39.997,75.6691,39.9933
75.8752,39.9891,75.8121,39.9862
76.0257,39.9996,75.9707,39.9835
76.1981,39.9929,76.064,39.989
76.3123,39.996,76.2221,39.9975
76.4519,40.013,76.3751,40.0125
76.5961,39.9988,76.4871,40.0258
76.7329,39.9854,76.6057,40.0116
76.8735,40.0014,76.7355,40.0122
77.0128,39.9986,76.8906,40.0128
77.1636,40.0008,77.0197,39.9925
77.3081,39.9926,77.1501,39.9872
